id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat
1956,0.806904,tcp,http,FIN,10,8,986,354,21.068181,254,252,8804.021484,3073.47583,2,1,89.656,111.473,5699.953291,225.646875,255,95489046,2920576178,255,0.038386,0.025874,0.012512,99,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance
1957,7.208494,tcp,ftp,FIN,24,26,1248,1806,6.797536,62,252,1327.322998,1927.72583,7,9,313.412788,285.843594,21034.18546,634.120688,255,1246233770,1997428564,255,0.10065,0.050991,0.049659,52,69,0,0,1,1,3,1,1,3,1,1,0,4,1,0,Exploits
1958,1.825011,tcp,pop3,FIN,20,26,948,12674,24.657385,62,252,3949.565186,53422.14453,7,11,96.053214,70.985882,4926.224209,3970.73089,255,3080923884,2298413491,255,0.079704,0.049687,0.030017,47,487,0,0,1,1,1,1,1,1,0,0,0,3,1,0,Exploits
1959,1.693794,tcp,smtp,FIN,18,18,2382,1432,20.66367,254,252,10627.03027,6390.387695,6,7,99.634941,93.145117,4832.420926,110.256805,255,1321627695,3495929408,255,0.188392,0.094259,0.094133,132,80,0,0,1,1,1,1,1,1,0,0,0,1,1,0,DoS
1960,0.852439,tcp,http,FIN,10,8,866,354,19.942776,254,252,7320.171875,2909.299072,2,1,94.715444,120.454859,5748.949305,223.236094,255,2925237221,2149788749,255,0.054007,0.00814,0.045867,87,44,1,0,2,1,1,2,1,1,0,0,1,2,1,0,Exploits
1961,2.167147,tcp,ftp,FIN,26,22,1346,1672,21.687501,62,252,4780.479004,5891.617188,7,9,86.685878,102.775854,4848.947561,6166.057145,255,3432758077,729687327,255,0.023576,0.008086,0.01549,52,76,0,0,1,1,2,1,1,2,1,1,0,3,1,0,Exploits
1962,0.718616,tcp,http,FIN,10,8,810,1210,23.656584,62,252,8115.600098,11789.32813,2,2,79.846222,89.360711,4151.947482,161.603109,255,2630932423,426817859,255,0.132238,0.09234,0.039898,81,151,1,200,1,1,1,1,1,1,0,0,1,1,1,0,DoS
1963,3.611977,tcp,smtp,FIN,108,34,121427,2458,39.036792,62,252,266453.5313,5284.640137,51,8,33.755522,107.182484,3203.441968,135.481766,255,1550734658,3694737215,255,0.136659,0.074951,0.061708,1124,72,0,0,1,1,1,1,1,2,0,0,0,1,1,0,Exploits
1964,0.766138,tcp,http,FIN,10,10,856,1132,24.799709,254,252,8050.768555,10640.38086,2,2,85.126444,71.251,5471.730026,123.328828,255,2257610987,2328882923,255,0.173834,0.099989,0.073845,86,113,1,109,2,1,1,2,1,1,0,0,1,2,1,0,Exploits
1965,1.422245,tcp,smtp,FIN,24,22,4981,1744,31.640118,62,252,26853.32031,9365.474609,9,8,61.836737,63.680762,3115.672445,88.765844,255,3895064598,2068400893,255,0.111499,0.036007,0.075492,208,79,0,0,1,1,2,1,1,2,0,0,0,2,1,0,DoS
1966,0.689624,tcp,http,FIN,10,6,1302,268,21.750983,254,252,13595.81445,2598.517334,2,1,67.247333,123.945602,3623.624485,183.511219,255,2713458037,1858762884,255,0.103933,0.069892,0.034041,130,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms
1967,2.356615,tcp,smtp,FIN,60,26,58322,2122,36.068682,62,252,194686.0156,6928.581543,27,8,39.920001,91.304719,3471.719929,139.259141,255,3743754134,4143721109,255,0.137993,0.073991,0.064002,972,82,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits
1968,0.921642,tcp,http,FIN,10,12,808,3580,22.78542,62,252,6319.15625,28488.28516,2,3,102.404667,75.793815,6024.381845,5758.299318,255,1565789133,835030900,255,0.086584,0.060548,0.026036,81,298,1,1301,1,1,1,1,1,1,0,0,1,1,1,0,Exploits
1969,1.728465,tcp,smtp,FIN,50,24,41098,1866,42.234006,62,252,186417.4375,8280.179688,21,8,36.009688,71.715563,2636.461578,102.327852,255,3185342015,2959226930,255,0.107042,0.043987,0.063055,822,78,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits
1970,2.941717,tcp,pop3,FIN,30,84,1390,86674,38.412942,62,252,3655.008301,232906.1563,7,40,101.438517,33.71218,5378.587298,3016.660507,255,4054248011,3404245841,255,0.22015,0.111633,0.108517,46,1032,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits
1971,1.703256,tcp,http,FIN,32,162,1736,207751,113.312384,62,252,7900.163086,969761.4375,2,79,54.939937,10.230069,2634.391758,1219.697946,255,2399340546,519089956,255,0.163623,0.066438,0.097185,54,1282,1,100353,2,1,2,2,2,2,0,0,4,3,2,0,Exploits
1972,1.036339,tcp,smtp,FIN,14,12,3414,828,24.123379,254,252,24478.47461,5859.086426,4,4,76.585536,85.962,4101.503221,105.32468,255,2497604722,2570277010,255,0.175347,0.090748,0.084599,244,69,0,0,1,1,1,1,1,2,0,0,0,1,1,0,Exploits
1973,2.970574,tcp,ftp,FIN,24,22,1256,1630,15.148588,62,252,3242.471191,4190.436035,7,9,129.155397,137.00667,7080.402269,9071.738982,255,3202794214,1263199879,255,0.111516,0.054649,0.056867,52,74,0,0,1,1,2,1,1,2,1,1,0,10,1,0,Exploits
1974,0.250126,tcp,http,FIN,10,6,494,268,59.969774,254,252,14232.82617,7164.38916,2,1,27.791778,41.252,1358.570166,67.294859,255,1159745972,1511803522,255,0.089325,0.024931,0.064394,49,45,1,0,1,1,1,1,1,1,0,0,1,10,1,0,Exploits
1975,0.796371,tcp,ftp-data,FIN,8,6,364,268,16.32405,62,252,3204.536621,2250.20752,1,1,113.62429,144.816203,7153.09013,238.775609,255,3762481695,2761897229,255,0.108316,0.072281,0.036035,46,45,0,0,1,1,2,1,1,2,0,0,0,10,1,0,Exploits
1976,3.820293,tcp,http,FIN,112,694,5228,917376,210.716825,62,252,10851.52344,1918292.625,2,345,34.729936,5.49458,1823.30797,706.275737,255,2262067843,672158979,255,0.038867,0.022927,0.01594,47,1322,1,444493,3,1,1,2,1,1,0,0,1,3,1,0,DoS
1977,1.039476,tcp,http,FIN,10,8,836,354,16.354393,254,252,5795.227539,2385.817383,2,1,115.497333,138.101281,6535.246002,265.230406,255,1953392835,629016249,255,0.12128,0.072049,0.049231,84,44,1,0,1,1,2,1,1,1,0,0,1,1,2,0,Reconnaissance
1978,1.745284,tcp,ftp,FIN,22,22,1202,1634,24.637825,62,252,5262.181152,7150.69873,7,9,83.108759,81.645427,4462.548563,5129.231304,255,2820244768,1290474890,255,0.044304,0.030077,0.014227,55,74,0,0,1,1,2,1,1,2,1,1,0,6,1,0,Exploits
1979,0.493927,tcp,http,FIN,10,8,822,1306,34.418041,62,252,11985.57715,18512.85742,2,2,54.736222,63.840145,2965.444175,109.957664,255,549093476,2977071119,255,0.084208,0.047036,0.037172,82,163,1,238,1,1,2,1,1,1,0,0,1,1,1,0,Exploits
1980,3.222678,tcp,pop3,FIN,32,106,1484,116020,42.511229,62,252,3569.702148,285293.1563,7,50,103.957357,29.222658,5692.331112,2947.923363,255,1864439524,2538911130,255,0.195651,0.110132,0.085519,46,1095,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits
1981,0.338264,tcp,http,FIN,10,8,922,1310,50.256606,62,252,19629.63867,27126.74219,2,2,37.584889,45,2231.692786,68.555406,255,4055448301,656618889,255,0.044616,0.022631,0.021985,92,164,1,238,1,1,1,1,1,1,0,0,1,1,1,0,Exploits
1982,0.438086,tcp,http,FIN,10,8,830,1394,38.805166,62,252,13641.15723,22278.73047,2,2,48.676222,51.96343,2711.747333,100.595789,255,26032298,3282151338,255,0.109341,0.054168,0.055173,83,174,1,284,1,1,1,1,1,1,0,0,1,1,2,0,Exploits
1983,1.524839,tcp,smtp,FIN,20,20,2562,1818,25.57647,62,252,12769.87207,9065.875,7,8,80.247949,77.545156,3789.345355,89.494352,255,1755851580,3574771466,255,0.15755,0.051476,0.106074,128,91,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits
1984,0.549454,tcp,http,FIN,10,6,934,268,27.29983,254,252,12244.88379,3261.419678,2,1,58.359111,83.596398,3170.794607,138.861547,255,291899482,2314024524,255,0.15505,0.131463,0.023587,93,45,1,0,1,1,2,1,1,1,0,0,1,2,1,0,Reconnaissance
1985,4.498018,tcp,ftp,FIN,24,22,1240,1624,10.004407,62,252,2114.709229,2758.54834,7,9,204.455364,210.964955,12527.25119,14404.72,255,4121310812,276571947,255,0.138514,0.06713,0.071384,52,74,0,0,1,1,3,1,1,3,1,1,0,3,1,0,Exploits
1986,0.00001,udp,snmp,INT,2,0,138,0,100000.0025,254,0,55200000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,69,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance
1987,2.872252,tcp,smtp,FIN,24,20,8660,1648,14.970831,62,252,23117.74805,4361.734375,9,8,124.838783,146.006625,8236.893019,233.097203,255,1295857209,1138654206,255,0.181166,0.098125,0.083041,361,82,0,0,1,1,2,1,1,1,0,0,0,2,1,0,Exploits
1988,0.80208,tcp,http,FIN,10,8,924,1038,21.194894,254,252,8298.424805,9066.427734,2,2,89.004333,99.98657,4896.340077,140.689047,255,1644286950,3251498845,255,0.183555,0.102171,0.081384,92,130,1,59,1,1,1,1,1,1,0,0,1,2,1,0,DoS
1989,1.351947,tcp,ftp-data,FIN,8,8,364,678,11.09511,62,252,1887.648071,3514.930908,1,2,193.135281,181.867719,12553.42273,340.3965,255,3910197608,4272767442,255,0.16181,0.078107,0.083703,46,85,0,0,1,1,3,1,1,3,0,0,0,3,1,0,Exploits
1990,0.777145,tcp,http,FIN,10,8,1014,354,21.874939,254,252,9398.50293,3191.16748,2,1,82.403444,101.752711,5663.526778,139.471344,255,1797982146,92582046,255,0.100957,0.064867,0.03609,101,44,1,0,1,1,3,1,1,1,0,0,1,1,1,0,Reconnaissance
1991,0.529399,tcp,http,FIN,10,8,814,354,32.111887,254,252,11076.71191,4684.557617,2,1,57.218667,67.007859,4033.73388,111.272953,255,1009260178,3781068137,255,0.110771,0.060323,0.050448,81,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance
1992,3.028972,tcp,smtp,FIN,48,24,41210,2042,23.440297,62,252,106576.0938,5168.750488,21,8,64.446213,127.603562,5082.754877,176.705047,255,3338294793,1624823672,255,0.153981,0.093317,0.060664,859,85,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits
1993,0.528459,tcp,http,FIN,10,6,1196,268,28.384415,254,252,16304.00781,3390.991455,2,1,58.717667,91.798398,4164.069184,176.504031,255,2668656856,990682793,255,0.050354,0.039673,0.010681,120,45,1,0,2,1,1,1,1,1,0,0,1,1,2,0,Exploits
1994,3.437125,tcp,ftp,FIN,28,22,1416,1610,14.256101,62,252,3179.401367,3577.408447,7,9,132.16543,161.234281,7099.670412,235.147156,255,618535508,520702248,255,0.104298,0.051196,0.053102,51,73,0,0,1,1,2,1,1,2,1,1,0,2,1,0,Exploits
1995,1.774705,tcp,smtp,FIN,24,20,5487,1772,24.229378,62,252,23706.47461,7591.120605,9,8,77.161088,87.740313,4189.976824,121.35532,255,1945644935,1780773891,255,0.112776,0.06045,0.052326,229,89,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits
1996,1.223977,tcp,ftp-data,FIN,10,8,450,822,13.88915,62,252,2647.108643,4705.970703,1,2,135.997444,164.272719,10067.99645,266.035312,255,1771815608,921245906,255,0.147929,0.07339,0.074539,45,103,0,0,1,1,2,1,1,2,0,0,0,2,1,0,Exploits
1997,0.433908,tcp,ftp-data,FIN,8,10,364,6166,39.178813,62,252,5881.431152,102325.8438,1,3,61.986857,46.489667,4043.891215,3728.405947,255,4141790015,633064063,255,0.066421,0.014668,0.051753,46,617,0,0,1,1,2,1,1,2,0,0,0,2,1,0,Exploits
1998,0.716176,tcp,http,FIN,10,8,1314,354,23.737183,254,252,13214.62891,3462.836182,2,1,70.949222,95.113711,5325.112416,119.182578,255,1751333877,699434397,255,0.099212,0.050377,0.048835,131,44,1,0,2,1,1,1,1,1,0,0,1,1,1,0,Worms
1999,1.847397,tcp,ftp,FIN,24,24,1288,1702,25.441202,62,252,5348.06543,7067.241211,7,9,80.321607,77.761219,4274.442393,129.239148,255,3057830642,3409759564,255,0.095044,0.048778,0.046266,54,71,0,0,1,1,2,1,1,2,1,1,0,2,1,0,Exploits
2000,1.827519,tcp,pop3,FIN,24,50,1144,41038,39.944864,62,252,4802.138672,176055.0781,7,22,79.457349,36.618327,4733.22229,3098.606786,255,3832060336,2869768022,255,0.041933,0.020913,0.02102,48,821,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits
2001,0.745413,tcp,ftp-data,FIN,8,10,364,3754,22.806149,62,252,3423.605469,36264.46094,1,3,106.487569,76.322111,7104.697774,5177.228946,255,1808373139,3910738440,255,0.084799,0.057743,0.027056,46,375,0,0,1,1,2,1,1,2,0,0,0,2,1,0,Exploits
2002,0.522857,tcp,http,FIN,10,10,830,5490,36.338807,62,252,11429.51074,75600.01563,2,3,58.086778,47.059889,2999.543199,3321.512806,255,1338572249,1407880080,255,0.142964,0.099302,0.043662,83,549,1,2300,2,1,1,1,1,1,0,0,1,1,1,0,Exploits
2003,0.37425,tcp,http,FIN,12,26,904,29612,98.864397,62,252,17720.77539,608662.6875,2,11,34.022728,14.19608,2537.71249,1966.281497,255,1803086451,2378183527,255,0.038652,0.006546,0.032106,75,1139,1,14031,1,1,1,1,1,1,0,0,1,9,1,0,Exploits
2004,1.437977,tcp,smtp,FIN,84,30,87262,2264,78.582622,62,252,479696.1563,12178.21973,39,8,17.325025,48.379379,1569.709566,63.598484,255,1715244419,4210306146,255,0.057379,0.028274,0.029105,1039,75,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits
2005,0.757477,tcp,http,FIN,10,10,800,4260,25.08327,62,252,7604.191406,40492.32031,2,3,84.164111,73.479556,4458.794321,4504.562157,255,2881259218,2405082698,255,0.174571,0.095357,0.079214,80,426,1,1663,1,1,1,1,1,1,0,0,1,2,1,0,Exploits
2006,0.17866,tcp,http,FIN,10,6,644,268,83.958354,62,252,25971.11719,10030.22461,2,1,18.234556,32.478,959.159341,49.588398,255,2490388706,585458602,255,0.068042,0.016264,0.051778,64,45,1,0,1,1,1,1,1,1,0,0,1,17,1,0,DoS
2007,0.673147,tcp,http,FIN,10,10,826,2574,28.225632,62,252,8842.050781,27536.33203,2,2,74.794111,68.399664,4582.389612,119.070367,255,561415301,3657756374,255,0.146429,0.056831,0.089598,83,257,1,803,1,1,2,1,1,2,0,0,1,2,3,0,Exploits
2008,0.630472,tcp,http,FIN,16,8,10874,354,36.480605,254,252,129363.3984,3933.560791,5,1,40.6288,87.978164,2943.576748,140.227469,255,3190782236,2542218058,255,0.13244,0.102599,0.029841,680,44,1,0,2,1,1,2,1,1,0,0,1,3,1,0,Exploits
2009,0.500282,tcp,http,FIN,10,10,840,4624,37.978581,62,252,12089.18164,66554.46094,2,3,55.586889,47.910444,2797.322656,3215.615041,255,2007137777,2499077603,255,0.135964,0.068495,0.067469,84,462,1,1844,1,1,1,1,1,1,0,0,1,1,1,0,Exploits
2010,2.695451,tcp,smtp,FIN,22,22,4099,1906,15.952803,62,252,11613.64063,5401.693359,8,8,128.309621,123.744711,7555.423888,189.982891,255,4187669983,1652272464,255,0.169141,0.096806,0.072335,186,87,0,0,1,1,1,1,1,2,0,0,0,1,1,0,Exploits
2011,0.405845,tcp,http,FIN,10,6,812,268,36.959924,254,252,14409.44238,4415.479004,2,1,45.093889,67.419797,2230.860785,85.900383,255,3327790454,2484464801,255,0.113689,0.061353,0.052336,81,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance
2012,8.760914,tcp,smtp,FIN,580,104,741448,5518,77.959904,62,252,675883.8125,4990.347168,286,8,15.157291,83.843945,1749.41624,97.758047,255,4177234230,1087645044,255,0.162197,0.092456,0.069741,1278,53,0,0,1,1,2,1,1,1,0,0,0,11,1,0,Exploits
2013,0.707657,tcp,http,FIN,10,12,814,8646,29.675394,62,252,8286.500977,89602.73438,2,4,78.628556,56.687997,4128.934039,4416.302418,255,725056950,1213529412,255,0.134561,0.083234,0.051327,81,721,1,3824,1,1,1,1,1,1,0,0,1,1,1,0,Exploits
2014,1.745284,tcp,ftp,FIN,22,22,1202,1634,24.637825,62,252,5262.181152,7150.69873,7,9,83.108759,81.645427,4462.548563,5129.231304,255,2820244768,1290474890,255,0.044304,0.030077,0.014227,55,74,0,0,1,1,2,1,1,2,1,1,0,6,1,0,Exploits
2015,0.991748,tcp,ftp,FIN,16,12,1290,844,27.224659,254,252,9760.543945,6243.521484,4,4,65.512798,88.463094,4415.43597,139.692891,255,548543951,2088324224,255,0.036705,0.018645,0.01806,81,70,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits
2016,1.041587,tcp,http,FIN,10,8,802,354,16.321248,254,252,5545.384277,2380.982178,2,1,112.191333,137.702422,6218.123926,286.924688,255,3240316312,4174402585,255,0.171661,0.07766,0.094001,80,44,1,0,2,1,2,1,1,1,0,0,1,1,1,0,Reconnaissance
2017,1.304844,tcp,smtp,FIN,28,20,12603,1826,36.019631,62,252,74510.05469,10637.28711,11,8,48.327556,62.152156,2777.365175,82.27057,255,1230993267,846159612,255,0.154114,0.077064,0.07705,450,91,0,0,1,1,10,1,1,23,0,0,0,10,1,0,Exploits
2018,0.807784,tcp,http,FIN,10,6,936,268,18.56932,254,252,8348.766602,2218.414795,2,1,85.214778,148.323203,4651.347679,233.396187,255,1649389011,4028154774,255,0.115635,0.066159,0.049476,94,45,1,0,2,1,1,1,1,2,0,0,1,1,1,0,Reconnaissance
2019,2.306956,tcp,ftp,FIN,22,22,1166,1634,18.63928,62,252,3859.631348,5409.726074,7,9,109.855051,104.414807,5392.770365,6106.607853,255,275028241,3123076644,255,0.166305,0.113227,0.053078,53,74,0,0,1,1,2,1,1,2,1,1,0,3,1,0,Exploits
2020,0.676611,tcp,http,FIN,10,10,764,4222,28.081128,62,252,8134.65918,44929.80469,2,3,75.141889,61.263333,3977.736607,3958.986016,255,2267330317,3145739945,255,0.236514,0.125239,0.111275,76,422,1,1663,3,1,1,1,1,2,0,0,1,3,3,0,Exploits
2021,3.757077,tcp,smtp,FIN,294,60,361561,3516,93.95602,62,252,767260.3125,7363.170898,144,8,12.863647,62.370797,1344.299663,69.514836,255,4040779605,3837872335,255,0.137801,0.077195,0.060606,1230,59,0,0,1,1,1,1,1,1,0,0,0,7,1,0,Exploits
2022,0.252235,tcp,http,FIN,10,8,784,1936,67.397468,62,252,22391.81836,53727.67578,2,2,28.026111,31.638715,1390.269825,51.496281,255,879441698,351138851,255,0.0621,0.030041,0.032059,78,242,1,547,2,1,1,1,1,1,0,0,1,2,1,0,Exploits
2023,0.776949,tcp,http,FIN,10,6,798,268,19.306287,254,252,7403.317383,2306.457764,2,1,79.896222,139.896406,4204.359621,195.001234,255,2465190603,1177932914,255,0.211011,0.077458,0.133553,80,45,1,0,1,1,1,1,1,10,0,0,1,3,1,0,Reconnaissance
2024,2.008628,tcp,http,FIN,38,204,1988,263696,119.982402,254,252,7710.736328,1045107.438,2,100,54.287245,9.438502,2700.060844,1144.644601,255,1224600597,3064456751,255,0.140677,0.0688,0.071877,52,1293,1,127488,2,1,1,1,1,1,0,0,1,1,1,0,Worms
2025,0.345155,tcp,http,FIN,10,8,1298,2526,49.253234,62,252,27095.07227,51246.54297,2,2,38.326,43.499145,1953.252509,57.982641,255,4273783552,2711626562,255,0.094461,0.040658,0.053803,130,316,1,821,1,1,1,1,1,1,0,0,1,1,1,0,Exploits
2026,6.648002,tcp,smtp,FIN,556,98,716704,5048,98.224998,62,252,860908.25,6013.235352,275,8,12.043482,66.499844,1425.33032,81.306992,255,683736064,3398851702,255,0.276693,0.196528,0.080165,1289,52,0,0,1,1,3,1,1,2,0,0,0,10,1,0,Exploits
2027,2.455414,tcp,smtp,FIN,20,20,2922,1720,15.883268,62,252,9044.50293,5323.745605,7,8,129.189164,126.100945,7578.442339,178.426453,255,529566313,2637604483,255,0.112752,0.059491,0.053261,146,86,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits
2028,0.395327,tcp,http,FIN,10,6,848,268,37.943272,254,252,15460.61816,4532.956055,2,1,39.415111,68.184797,1959.983367,90.566289,255,3678303312,3274825141,255,0.080785,0.054394,0.026391,85,45,1,0,2,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance
2029,1.569719,tcp,http,FIN,14,14,1630,5446,17.200531,62,252,7716.030762,25772.76563,4,4,120.685,115.561461,6200.601502,193.484531,255,3164314157,1168388834,255,0.145685,0.06741,0.078275,116,389,1,109,1,1,1,1,1,1,0,0,1,1,1,0,Exploits
2030,1.860962,tcp,pop3,FIN,20,22,966,6822,22.031616,62,252,3946.345947,27994.12305,7,9,97.945372,82.663235,4652.144235,4261.688081,255,4059720248,2862768177,255,0.258415,0.124314,0.134101,48,310,0,0,1,1,1,1,1,9,0,0,0,1,1,0,Exploits
2031,0.160295,udp,dhcp,CON,4,2,1318,666,31.19249,254,60,49358.99609,16619.35938,0,0,53.431668,0.005,75.541867,0,0,0,0,0,0,0,0,330,333,0,0,2,0,2,2,2,2,0,0,0,2,2,0,DoS
2032,0.160295,udp,dhcp,CON,4,2,1318,666,31.19249,254,60,49358.99609,16619.35938,0,0,53.431668,0.005,75.541867,0,0,0,0,0,0,0,0,330,333,0,0,2,0,2,2,2,2,0,0,0,2,2,0,Exploits
2033,0.279207,tcp,http,FIN,10,6,896,268,53.723583,254,252,23122.63086,6418.177246,2,1,31.023,49.031602,1562.303602,87.045086,255,4215202596,681303353,255,0.047883,0.015902,0.031981,90,45,1,0,1,1,1,1,1,1,0,0,1,19,1,0,Exploits
2034,0.711681,tcp,http,FIN,10,8,1110,354,23.887106,254,252,11229.75,3484.707275,2,1,75.496111,90.07357,4665.9278,159.638344,255,780708538,3857377448,255,0.176215,0.081161,0.095054,111,44,1,0,1,1,1,1,1,1,0,0,1,2,1,0,Exploits
2035,1.366294,tcp,ftp,FIN,14,14,674,5082,19.761486,62,252,3665.389648,27630.94922,3,5,105.083385,99.872772,5545.927337,5990.507863,255,317977866,1472811387,255,0.262421,0.067938,0.194483,48,363,0,0,1,1,1,1,1,1,0,0,0,2,1,0,DoS
2036,3.716186,tcp,smtp,FIN,50,26,41172,1954,20.181982,62,252,86861.10156,4045.007324,21,8,75.838121,144.966688,6688.301256,262.788937,255,2321297038,1200455417,255,0.13211,0.092018,0.040092,823,75,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits
2037,1.129971,tcp,http,FIN,10,10,788,1264,16.81459,62,252,5026.677734,8056.84375,2,2,122.070111,116.211336,7270.469266,182.081125,255,4291141262,753051865,255,0.158735,0.08406,0.074675,79,126,1,169,2,1,2,1,1,1,0,0,1,1,1,0,DoS
2038,1.608134,tcp,http,FIN,16,52,1606,60039,41.663194,62,252,7491.912598,292935.7813,2,23,107.208931,29.885097,7468.424132,3379.017025,255,45475734,3040535589,255,0.221526,0.08342,0.138106,100,1155,1,28672,2,1,1,1,1,1,0,0,1,1,1,0,Exploits
2039,2.531806,tcp,smtp,FIN,210,52,253709,3084,103.088468,62,252,797852.625,9558.394531,102,8,12.113904,49.246727,1700.828319,90.046883,255,2577762098,222851047,255,0.046135,0.019418,0.026717,1208,59,0,0,1,1,1,1,1,1,0,0,0,11,1,0,Exploits
2040,0.587049,tcp,http,FIN,10,8,850,1374,28.9584,62,252,10425.02441,16393.86133,2,2,65.227667,82.21743,4165.825063,141.831266,255,2256503700,1616114792,255,0.027045,0.008241,0.018804,85,172,1,259,2,1,1,1,1,1,0,0,1,1,1,0,Exploits
2041,1.664246,tcp,smtp,FIN,48,24,41058,1878,42.661963,62,252,193255.0938,8652.567383,21,8,35.409489,68.725437,2579.111427,87.933609,255,811735882,546389646,255,0.1268,0.083003,0.043797,855,78,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits
2042,5.534517,tcp,smtp,FIN,386,74,483632,4210,82.934069,62,252,697267.75,6004.499023,189,8,14.412805,74.218258,1604.149229,95.875469,255,427024602,894475640,255,0.129618,0.058415,0.071203,1253,57,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits
2043,1.692639,tcp,http,FIN,12,8,940,1102,11.225075,62,252,4074.111572,4560.925293,2,2,153.876273,236.044719,11373.8466,449.360813,255,4041345827,1670803940,255,0.109578,0.039523,0.070055,78,138,1,135,1,1,1,1,1,1,0,0,1,1,1,0,DoS
2044,0.443861,tcp,http,FIN,10,6,990,268,33.794363,254,252,16059.08106,4037.299805,2,1,43.882667,82.774,2237.53094,118.054734,255,2157227079,585999375,255,0.109618,0.029982,0.079636,99,45,1,0,1,1,1,1,1,1,0,0,1,2,1,0,Exploits
2045,0.508514,tcp,http,FIN,10,8,844,1262,33.430742,62,252,11956.40625,17383.98633,2,2,56.501556,53.27143,3042.368315,100.044508,255,814951290,1018486971,255,0.171755,0.120419,0.051336,84,158,1,206,1,1,1,1,1,1,0,0,1,3,1,0,DoS
2046,0.979822,tcp,http,FIN,10,18,822,13082,27.556026,62,252,6041.914062,100883.6328,2,6,108.869111,47.588059,6540.579777,3795.42667,255,3954100732,3422659341,255,0.250068,0.170084,0.079984,82,727,1,5919,1,1,1,1,1,1,0,0,1,2,1,0,Exploits
2047,1.703256,tcp,http,FIN,32,162,1736,207751,113.312384,62,252,7900.163086,969761.4375,2,79,54.939937,10.230069,2634.391758,1219.697946,255,2399340546,519089956,255,0.163623,0.066438,0.097185,54,1282,1,100353,2,1,2,2,2,2,0,0,4,3,2,0,Exploits
2048,3.197127,tcp,ftp,FIN,24,22,1244,1638,14.075136,62,252,2985.179932,3913.513428,7,9,139.005529,148.683281,7952.141991,277.946656,255,2234276955,2975268964,255,0.104627,0.074098,0.030529,52,74,0,0,1,1,2,1,1,2,1,1,0,4,1,0,Exploits
2049,0.00001,udp,dns,INT,2,0,134,0,100000.0025,62,0,53600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,67,0,0,0,7,2,4,4,4,7,0,0,0,4,7,0,Exploits
2050,0.984683,tcp,http,FIN,10,6,1194,268,15.233329,254,252,8733.775391,1819.875122,2,1,109.409222,170.348594,6108.584972,318.297156,255,491378758,339416033,255,0.207044,0.132373,0.074671,119,45,1,0,1,1,2,1,1,1,0,0,1,1,1,0,Exploits
2051,3.734374,tcp,pop3,FIN,76,394,3374,502614,125.58999,62,252,7133.725586,1073998.5,7,195,49.791655,9.362026,2435.38546,1058.850996,255,3464819824,3876900239,255,0.103914,0.055105,0.048809,44,1276,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits
2052,1.557999,tcp,http,FIN,10,8,986,354,10.911432,254,252,4559.694824,1591.7854,2,1,173.041556,206.482719,9204.726199,336.326687,255,3685896569,2850558889,255,0.195084,0.112611,0.082473,99,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits
2053,3.670956,tcp,ftp,FIN,22,22,1182,1646,11.71357,62,252,2460.394531,3425.810791,7,9,174.807423,173.168756,11835.75455,14002.55643,255,1160243152,936039143,255,0.086155,0.033703,0.052452,54,75,0,0,1,1,2,1,1,2,1,1,0,3,1,0,Exploits
